ID,Education
0,10th Pass
1,Graduate
2,Graduate
3,Graduate
4,Post Graduate
5,12th Pass
6,12th Pass
7,Graduate Professional
8,Graduate
9,12th Pass
10,Graduate Professional
11,Graduate
12,10th Pass
13,Post Graduate
14,12th Pass
15,Graduate Professional
16,10th Pass
17,12th Pass
18,10th Pass
19,Graduate Professional
20,12th Pass
21,Graduate
22,Graduate
23,Graduate
24,10th Pass
25,Graduate Professional
26,Post Graduate
27,Graduate Professional
28,12th Pass
29,Graduate Professional
30,Post Graduate
31,12th Pass
32,10th Pass
33,10th Pass
34,12th Pass
35,Post Graduate
36,Post Graduate
37,12th Pass
38,10th Pass
39,Graduate
40,Graduate Professional
41,12th Pass
42,Graduate Professional
43,Post Graduate
44,12th Pass
45,Graduate Professional
46,10th Pass
47,Graduate
48,12th Pass
49,Graduate
50,Graduate Professional
51,Graduate Professional
52,Graduate
53,10th Pass
54,Graduate Professional
55,12th Pass
56,12th Pass
57,10th Pass
58,Post Graduate
59,10th Pass
60,Graduate
61,Post Graduate
62,12th Pass
63,Post Graduate
64,12th Pass
65,12th Pass
66,10th Pass
67,Graduate
68,Graduate
69,Graduate Professional
70,Graduate
71,Post Graduate
72,Post Graduate
73,Post Graduate
74,Graduate
75,12th Pass
76,Doctorate
77,Graduate
78,8th Pass
79,Graduate Professional
80,Graduate
81,Post Graduate
82,Graduate
83,Post Graduate
84,12th Pass
85,Post Graduate
86,Post Graduate
87,10th Pass
88,10th Pass
89,10th Pass
90,Graduate
91,Graduate
92,8th Pass
93,10th Pass
94,Graduate
95,Graduate Professional
96,Graduate
97,12th Pass
98,Graduate
99,12th Pass
100,12th Pass
101,Graduate
102,Graduate Professional
103,12th Pass
104,Graduate
105,8th Pass
106,Graduate
107,10th Pass
108,Graduate
109,10th Pass
110,Graduate
111,12th Pass
112,12th Pass
113,Graduate Professional
114,10th Pass
115,12th Pass
116,12th Pass
117,Graduate
118,12th Pass
119,12th Pass
120,10th Pass
121,Graduate
122,12th Pass
123,Doctorate
124,10th Pass
125,12th Pass
126,12th Pass
127,12th Pass
128,Post Graduate
129,Graduate
130,10th Pass
131,12th Pass
132,Graduate
133,12th Pass
134,Graduate
135,Graduate
136,10th Pass
137,12th Pass
138,Graduate Professional
139,Post Graduate
140,10th Pass
141,12th Pass
142,Graduate
143,Post Graduate
144,Doctorate
145,10th Pass
146,12th Pass
147,Graduate
148,10th Pass
149,10th Pass
150,Graduate Professional
151,Graduate
152,Graduate
153,Graduate
154,Graduate Professional
155,Post Graduate
156,Post Graduate
157,Post Graduate
158,10th Pass
159,12th Pass
160,12th Pass
161,12th Pass
162,10th Pass
163,Graduate
164,12th Pass
165,Post Graduate
166,Graduate
167,10th Pass
168,12th Pass
169,Graduate
170,8th Pass
171,Graduate Professional
172,Post Graduate
173,12th Pass
174,Graduate Professional
175,Post Graduate
176,12th Pass
177,10th Pass
178,Post Graduate
179,Graduate Professional
180,Post Graduate
181,Graduate Professional
182,Graduate
183,Graduate
184,Graduate
185,Graduate Professional
186,Graduate Professional
187,Graduate Professional
188,10th Pass
189,Graduate Professional
190,Graduate
191,Graduate
192,10th Pass
193,Post Graduate
194,Graduate Professional
195,Graduate
196,Post Graduate
197,10th Pass
198,8th Pass
199,10th Pass
200,12th Pass
201,Post Graduate
202,Graduate
203,Graduate
204,Graduate
205,10th Pass
206,Graduate Professional
207,12th Pass
208,10th Pass
209,12th Pass
210,Post Graduate
211,12th Pass
212,Post Graduate
213,12th Pass
214,Graduate
215,12th Pass
216,Post Graduate
217,Post Graduate
218,12th Pass
219,Graduate
220,Graduate
221,Graduate
222,Post Graduate
223,8th Pass
224,Graduate Professional
225,10th Pass
226,Post Graduate
227,Post Graduate
228,Post Graduate
229,10th Pass
230,10th Pass
231,Graduate
232,Post Graduate
233,Graduate
234,10th Pass
235,Graduate
236,Post Graduate
237,12th Pass
238,12th Pass
239,Graduate
240,Post Graduate
241,Post Graduate
242,Graduate
243,12th Pass
244,Post Graduate
245,Graduate
246,12th Pass
247,Graduate Professional
248,Post Graduate
249,10th Pass
250,Graduate Professional
251,Post Graduate
252,12th Pass
253,12th Pass
254,12th Pass
255,Post Graduate
256,Graduate
257,12th Pass
258,12th Pass
259,Post Graduate
260,Graduate Professional
261,Graduate
262,Graduate
263,Graduate
264,10th Pass
265,Graduate
266,10th Pass
267,Post Graduate
268,Post Graduate
269,Graduate Professional
270,Graduate
271,Graduate Professional
272,Graduate Professional
273,Graduate
274,12th Pass
275,10th Pass
276,12th Pass
277,12th Pass
278,Graduate
279,12th Pass
280,Graduate
281,10th Pass
282,12th Pass
283,12th Pass
284,Graduate
285,10th Pass
286,Graduate
287,Graduate
288,12th Pass
289,10th Pass
290,Graduate
291,12th Pass
292,Graduate
293,10th Pass
294,12th Pass
295,Graduate Professional
296,Graduate
297,Graduate
298,Post Graduate
299,Post Graduate
300,Graduate Professional
301,Graduate Professional
302,10th Pass
303,12th Pass
304,Post Graduate
305,12th Pass
306,Post Graduate
307,12th Pass
308,Graduate
309,10th Pass
310,Graduate Professional
311,10th Pass
312,Graduate Professional
313,Graduate Professional
314,Graduate
315,Graduate
316,Graduate Professional
317,Graduate
318,Graduate
319,Graduate
320,12th Pass
321,Graduate Professional
322,10th Pass
323,Post Graduate
324,Post Graduate
325,Post Graduate
326,Graduate
327,10th Pass
328,Post Graduate
329,Graduate
330,Graduate Professional
331,Graduate Professional
332,Post Graduate
333,Graduate
334,10th Pass
335,10th Pass
336,10th Pass
337,10th Pass
338,Graduate
339,Post Graduate
340,Graduate Professional
341,Graduate Professional
342,10th Pass
343,Graduate
344,10th Pass
345,Graduate
346,Graduate Professional
347,12th Pass
348,Post Graduate
349,Post Graduate
350,Graduate Professional
351,Graduate Professional
352,Post Graduate
353,Graduate Professional
354,Graduate
355,Post Graduate
356,Graduate
357,Post Graduate
358,Post Graduate
359,Post Graduate
360,Graduate
361,Graduate
362,Graduate Professional
363,Graduate Professional
364,10th Pass
365,Graduate Professional
366,Graduate
367,Post Graduate
368,Graduate
369,Post Graduate
370,Graduate Professional
371,10th Pass
372,Post Graduate
373,Post Graduate
374,Graduate
375,Post Graduate
376,Graduate Professional
377,10th Pass
378,Graduate Professional
379,10th Pass
380,10th Pass
381,10th Pass
382,12th Pass
383,12th Pass
384,Graduate
385,Graduate
386,Graduate
387,12th Pass
388,Post Graduate
389,Graduate
390,Graduate Professional
391,12th Pass
392,Graduate Professional
393,12th Pass
394,Graduate
395,Graduate
396,12th Pass
397,Graduate Professional
398,10th Pass
399,10th Pass
400,Graduate Professional
401,8th Pass
402,10th Pass
403,Others
404,12th Pass
405,Post Graduate
406,Graduate
407,Graduate Professional
408,12th Pass
409,12th Pass
410,10th Pass
411,10th Pass
412,Post Graduate
413,10th Pass
414,Graduate
415,12th Pass
416,Graduate
417,Post Graduate
418,Post Graduate
419,Graduate
420,Graduate
421,Post Graduate
422,12th Pass
423,Post Graduate
424,Graduate
425,Post Graduate
426,Graduate
427,Graduate
428,12th Pass
429,Graduate
430,Graduate
431,Graduate
432,Graduate
433,Graduate
434,Graduate
