ID,Education
0,Post Graduate
1,Graduate
2,Graduate
3,Graduate
4,Post Graduate
5,Graduate
6,Graduate
7,Graduate
8,Post Graduate
9,Graduate
10,Graduate Professional
11,Graduate
12,Post Graduate
13,Graduate
14,Graduate
15,Graduate
16,Post Graduate
17,Graduate
18,Graduate
19,Post Graduate
20,Graduate Professional
21,Graduate
22,Graduate
23,Graduate
24,Graduate
25,Graduate
26,Graduate
27,Post Graduate
28,Graduate Professional
29,Graduate
30,Graduate Professional
31,Post Graduate
32,Post Graduate
33,Graduate
34,Post Graduate
35,Graduate
36,Graduate
37,Graduate
38,Graduate
39,Graduate
40,Post Graduate
41,Post Graduate
42,Post Graduate
43,Post Graduate
44,Graduate
45,Graduate Professional
46,Graduate
47,Post Graduate
48,Post Graduate
49,Graduate
50,Graduate
51,Post Graduate
52,Graduate
53,Graduate
54,Post Graduate
55,Post Graduate
56,Graduate
57,Graduate
58,10th Pass
59,10th Pass
60,Post Graduate
61,Post Graduate
62,12th Pass
63,10th Pass
64,Post Graduate
65,12th Pass
66,10th Pass
67,Graduate
68,Post Graduate
69,Graduate
70,10th Pass
71,10th Pass
72,12th Pass
73,Doctorate
74,Post Graduate
75,12th Pass
76,12th Pass
77,Graduate
78,10th Pass
79,10th Pass
80,Graduate
81,12th Pass
82,Graduate Professional
83,12th Pass
84,12th Pass
85,12th Pass
86,Graduate
87,10th Pass
88,Graduate
89,10th Pass
90,Graduate
91,12th Pass
92,Post Graduate
93,Post Graduate
94,12th Pass
95,Graduate Professional
96,Graduate
97,Graduate
98,Graduate Professional
99,Graduate
100,Post Graduate
101,12th Pass
102,12th Pass
103,Graduate Professional
104,Graduate Professional
105,12th Pass
106,Graduate
107,Post Graduate
108,Graduate
109,Graduate
110,12th Pass
111,10th Pass
112,12th Pass
113,Graduate
114,12th Pass
115,Graduate
116,Graduate
117,Graduate Professional
118,10th Pass
119,Graduate
120,Graduate
121,Graduate
122,12th Pass
123,Graduate
124,Post Graduate
125,Others
126,Post Graduate
127,Graduate
128,Graduate
129,Graduate
130,Graduate Professional
131,10th Pass
132,10th Pass
133,Graduate
134,Graduate
135,10th Pass
136,Graduate
137,Graduate Professional
138,Post Graduate
139,Graduate
140,10th Pass
141,Graduate
142,Graduate
143,Graduate
144,Graduate Professional
145,Graduate
146,Post Graduate
147,Graduate
148,10th Pass
149,10th Pass
150,10th Pass
151,Graduate
152,Graduate
153,Graduate Professional
154,Graduate
155,12th Pass
156,10th Pass
157,12th Pass
158,Graduate
159,Graduate Professional
160,Post Graduate
161,Post Graduate
162,Graduate
163,Graduate
164,12th Pass
165,Graduate
166,Graduate
167,Graduate
168,Post Graduate
169,Graduate
170,12th Pass
171,Graduate
172,Graduate
173,Graduate
174,Post Graduate
175,Graduate
176,12th Pass
177,Graduate
178,Graduate
179,Post Graduate
180,Graduate Professional
181,Post Graduate
182,8th Pass
183,Graduate Professional
184,Graduate Professional
185,Graduate Professional
186,Post Graduate
187,10th Pass
188,Doctorate
189,Graduate
190,Graduate
191,10th Pass
192,Graduate
193,Graduate Professional
194,Post Graduate
195,Graduate
196,Graduate
197,Graduate
198,Graduate
199,Post Graduate
200,Graduate Professional
201,Graduate Professional
202,Graduate
203,Graduate
204,12th Pass
205,Graduate Professional
206,Graduate
207,12th Pass
208,Graduate
209,Graduate
210,Post Graduate
211,12th Pass
212,Graduate Professional
213,Graduate Professional
214,10th Pass
215,8th Pass
216,12th Pass
217,Graduate
218,10th Pass
219,Post Graduate
220,Graduate
221,Post Graduate
222,12th Pass
223,Graduate
224,Graduate
225,Graduate Professional
226,Post Graduate
227,12th Pass
228,12th Pass
229,Graduate
230,Post Graduate
231,Post Graduate
232,Graduate
233,12th Pass
234,Post Graduate
235,Post Graduate
236,12th Pass
237,Graduate
238,Post Graduate
239,Post Graduate
240,Graduate
241,Graduate
242,Post Graduate
243,Post Graduate
244,Graduate
245,Graduate
246,Graduate
247,Graduate
248,Graduate
249,Graduate
250,Graduate
251,12th Pass
252,12th Pass
253,10th Pass
254,12th Pass
255,12th Pass
256,Graduate
257,Post Graduate
258,12th Pass
259,10th Pass
260,10th Pass
261,Graduate
262,10th Pass
263,Graduate
264,Post Graduate
265,Post Graduate
266,12th Pass
267,Post Graduate
268,10th Pass
269,Graduate Professional
270,Graduate
271,10th Pass
272,10th Pass
273,Graduate
274,Graduate
275,Post Graduate
276,Post Graduate
277,10th Pass
278,10th Pass
279,12th Pass
280,Graduate
281,Post Graduate
282,Graduate Professional
283,12th Pass
284,Post Graduate
285,10th Pass
286,Graduate
287,12th Pass
288,12th Pass
289,Graduate
290,Post Graduate
291,10th Pass
292,Graduate
293,Post Graduate
294,Graduate
295,10th Pass
296,Graduate
297,10th Pass
298,Graduate
299,Post Graduate
300,Graduate
301,Graduate Professional
302,Graduate
303,Graduate
304,10th Pass
305,Graduate
306,Graduate Professional
307,10th Pass
308,8th Pass
309,Graduate
310,10th Pass
311,10th Pass
312,10th Pass
313,10th Pass
314,12th Pass
315,Graduate Professional
316,12th Pass
317,10th Pass
318,10th Pass
319,12th Pass
320,Graduate
321,Graduate
322,Graduate
323,10th Pass
324,Graduate
325,12th Pass
326,Graduate
327,Graduate
328,12th Pass
329,12th Pass
330,Graduate Professional
331,Graduate
332,Post Graduate
333,10th Pass
334,12th Pass
335,10th Pass
336,12th Pass
337,Post Graduate
338,12th Pass
339,Graduate
340,Graduate Professional
341,12th Pass
342,10th Pass
343,12th Pass
344,Graduate Professional
345,12th Pass
346,12th Pass
347,12th Pass
348,12th Pass
349,Graduate Professional
350,12th Pass
351,12th Pass
352,Graduate
353,10th Pass
354,12th Pass
355,12th Pass
356,Graduate
357,Graduate Professional
358,12th Pass
359,Post Graduate
360,12th Pass
361,Graduate
362,10th Pass
363,Graduate Professional
364,Post Graduate
365,12th Pass
366,Graduate
367,Graduate Professional
368,Graduate
369,Graduate Professional
370,12th Pass
371,Post Graduate
372,Post Graduate
373,12th Pass
374,Graduate Professional
375,Graduate Professional
376,Graduate
377,Graduate
378,Graduate Professional
379,Graduate Professional
380,Graduate Professional
381,12th Pass
382,12th Pass
383,Graduate Professional
384,12th Pass
385,Graduate Professional
386,12th Pass
387,Post Graduate
388,10th Pass
389,Post Graduate
390,12th Pass
391,10th Pass
392,10th Pass
393,Graduate
394,12th Pass
395,Post Graduate
396,Graduate
397,12th Pass
398,12th Pass
399,10th Pass
400,Graduate Professional
401,Graduate
402,Post Graduate
403,Graduate Professional
404,Post Graduate
405,Graduate
406,Graduate
407,10th Pass
408,10th Pass
409,Graduate Professional
410,Graduate Professional
411,10th Pass
412,Graduate Professional
413,Graduate Professional
414,Graduate
415,Graduate Professional
416,Post Graduate
417,Graduate Professional
418,Graduate Professional
419,Graduate Professional
420,10th Pass
421,12th Pass
422,12th Pass
423,Post Graduate
424,Graduate
425,Post Graduate
426,12th Pass
427,Graduate
428,Post Graduate
429,Graduate
430,Graduate
431,Post Graduate
432,Graduate Professional
433,12th Pass
434,12th Pass
435,Post Graduate
436,10th Pass
437,Graduate
438,Graduate
439,10th Pass
440,12th Pass
441,10th Pass
442,10th Pass
443,Post Graduate
444,10th Pass
445,Graduate
446,Graduate Professional
447,Post Graduate
448,10th Pass
449,12th Pass
450,10th Pass
451,Post Graduate
452,10th Pass
453,Graduate
454,Graduate
455,Post Graduate
456,12th Pass
457,Post Graduate
458,10th Pass
459,Post Graduate
460,8th Pass
461,Graduate
462,10th Pass
463,Graduate
464,Graduate Professional
465,Post Graduate
466,10th Pass
467,Graduate Professional
468,Graduate
469,Post Graduate
470,10th Pass
471,Graduate Professional
472,Graduate
473,12th Pass
474,Graduate
475,Graduate
476,Graduate
477,Graduate Professional
478,12th Pass
479,12th Pass
480,Graduate
481,Graduate
482,Post Graduate
483,10th Pass
484,Graduate
485,Graduate Professional
486,Graduate Professional
487,Graduate
488,10th Pass
489,Post Graduate
490,Graduate
491,Post Graduate
492,Graduate Professional
493,Graduate
494,Graduate
495,Graduate
496,Graduate
497,Graduate Professional
498,Post Graduate
499,Graduate Professional
500,Graduate
