ID,Education
0,12th Pass
1,Graduate
2,12th Pass
3,Graduate
4,Graduate
5,Graduate
6,Graduate
7,Graduate
8,Graduate
9,Graduate Professional
10,Graduate Professional
11,Graduate
12,Graduate Professional
13,Graduate
14,Graduate
15,Graduate
16,Graduate Professional
17,Graduate
18,Graduate Professional
19,Graduate Professional
20,Graduate
21,Graduate Professional
22,Graduate
23,Graduate
24,Graduate
25,Graduate
26,Graduate
27,Graduate Professional
28,Graduate
29,Graduate Professional
30,Graduate
31,Graduate Professional
32,Graduate Professional
33,Graduate
34,Graduate Professional
35,Graduate
36,Graduate
37,Graduate
38,Graduate
39,Graduate
40,Graduate Professional
41,Graduate
42,Graduate Professional
43,Graduate
44,Graduate
45,Graduate
46,Graduate
47,Graduate Professional
48,Graduate Professional
49,Graduate
50,Graduate Professional
51,Graduate Professional
52,Graduate
53,Graduate
54,Graduate Professional
55,Graduate
56,Graduate
57,Graduate
58,Graduate
59,Graduate Professional
60,Graduate
61,Graduate Professional
62,Graduate
63,Graduate Professional
64,Graduate Professional
65,Graduate
66,Graduate Professional
67,Graduate
68,Graduate
69,Graduate Professional
70,Graduate Professional
71,Graduate Professional
72,12th Pass
73,Graduate Professional
74,Graduate
75,10th Pass
76,Graduate
77,Graduate
78,Graduate Professional
79,Graduate Professional
80,Graduate
81,Graduate
82,Graduate
83,Graduate Professional
84,Graduate Professional
85,Graduate Professional
86,Graduate
87,Graduate Professional
88,Doctorate
89,Graduate Professional
90,Graduate Professional
91,Graduate Professional
92,12th Pass
93,Graduate
94,Graduate Professional
95,Graduate Professional
96,Graduate
97,Graduate
98,Graduate
99,Graduate
100,Graduate
101,Graduate Professional
102,Graduate
103,Graduate Professional
104,Graduate
105,Graduate Professional
106,Graduate Professional
107,Graduate
108,Graduate
109,12th Pass
110,Graduate Professional
111,Graduate Professional
112,Graduate Professional
113,Graduate Professional
114,Graduate Professional
115,Graduate
116,Graduate
117,Graduate Professional
118,Graduate
119,Graduate
120,Graduate
121,Graduate
122,Graduate
123,12th Pass
124,Graduate
125,Graduate Professional
126,Graduate
127,Graduate
128,Graduate Professional
129,Graduate
130,Graduate Professional
131,Graduate
132,Graduate Professional
