ID,Education
0,Graduate
1,Post Graduate
2,Post Graduate
3,Graduate Professional
4,Graduate
5,Post Graduate
6,Graduate
7,Graduate Professional
8,Post Graduate
9,12th Pass
10,10th Pass
11,Graduate Professional
12,Graduate Professional
13,Post Graduate
14,Graduate
15,Graduate
16,Graduate
17,8th Pass
18,Graduate Professional
19,Graduate
20,Graduate Professional
21,Graduate
22,Post Graduate
23,8th Pass
24,Graduate
25,Graduate
26,12th Pass
27,Graduate
28,Graduate
29,Graduate
30,Graduate Professional
31,Post Graduate
32,Post Graduate
33,Graduate
34,Graduate
35,Post Graduate
36,Post Graduate
37,12th Pass
38,Graduate
39,12th Pass
40,Post Graduate
41,Graduate
42,Graduate Professional
43,Post Graduate
44,Post Graduate
45,Graduate
46,Graduate Professional
47,Post Graduate
48,Post Graduate
49,Graduate
50,Post Graduate
51,Graduate
52,Graduate
53,Graduate
54,Post Graduate
55,Graduate
56,Post Graduate
57,Graduate
58,12th Pass
59,Post Graduate
60,Graduate
61,Post Graduate
62,Post Graduate
63,10th Pass
64,12th Pass
65,10th Pass
66,10th Pass
67,12th Pass
68,Graduate
69,10th Pass
70,10th Pass
71,10th Pass
72,12th Pass
73,10th Pass
74,Graduate
75,12th Pass
76,10th Pass
77,Graduate
78,12th Pass
79,10th Pass
80,8th Pass
81,Graduate Professional
82,10th Pass
83,10th Pass
84,10th Pass
85,10th Pass
86,Graduate
87,Graduate Professional
88,Graduate
89,10th Pass
90,Graduate
91,Graduate
92,Graduate
93,Graduate
94,12th Pass
95,Graduate
96,Graduate
97,Doctorate
98,Graduate
99,Graduate
100,12th Pass
101,12th Pass
102,Graduate
103,Graduate
104,Graduate
105,Others
106,12th Pass
107,10th Pass
108,10th Pass
109,Literate
110,12th Pass
111,Others
112,8th Pass
113,8th Pass
114,Graduate
115,Graduate
116,Graduate
117,Graduate Professional
118,Graduate
119,Post Graduate
120,Graduate
121,Graduate
122,Graduate Professional
123,10th Pass
124,Graduate
125,Others
126,Graduate
127,Graduate
128,Post Graduate
129,Graduate
130,Graduate Professional
131,Post Graduate
132,Others
133,Graduate
134,Post Graduate
135,Post Graduate
136,Graduate
137,10th Pass
138,Graduate
139,12th Pass
140,10th Pass
141,Graduate
142,Graduate
143,Post Graduate
144,Graduate Professional
145,Graduate
146,12th Pass
147,Post Graduate
148,10th Pass
149,Graduate Professional
150,Graduate Professional
151,12th Pass
152,Post Graduate
153,10th Pass
154,12th Pass
155,10th Pass
156,8th Pass
157,Graduate
158,Graduate
159,Others
160,Graduate
161,Graduate
162,12th Pass
163,Graduate
164,12th Pass
165,12th Pass
166,Graduate
167,12th Pass
168,Graduate
169,Doctorate
170,10th Pass
171,Post Graduate
172,Graduate
173,Doctorate
174,Graduate
175,12th Pass
176,Post Graduate
177,Graduate
178,Graduate
179,Graduate Professional
180,Post Graduate
181,Graduate Professional
182,Doctorate
183,Graduate
184,10th Pass
185,12th Pass
186,12th Pass
187,Graduate Professional
188,Post Graduate
189,Graduate
190,Graduate
191,Graduate Professional
192,Graduate
193,Post Graduate
194,Post Graduate
195,Doctorate
196,12th Pass
197,12th Pass
198,Graduate
199,Literate
200,Graduate Professional
201,Post Graduate
202,Graduate
203,Graduate
204,Post Graduate
205,10th Pass
206,Graduate
207,8th Pass
208,Post Graduate
209,Graduate
210,Graduate
211,12th Pass
212,Graduate
213,Doctorate
214,8th Pass
215,Graduate
216,Graduate
217,Post Graduate
218,10th Pass
219,Graduate
220,12th Pass
221,Graduate
222,12th Pass
223,Graduate
224,Graduate
225,Doctorate
226,Post Graduate
227,Graduate
228,Graduate
229,12th Pass
230,Post Graduate
231,Graduate
232,12th Pass
233,Graduate
234,Post Graduate
235,Graduate
236,Post Graduate
237,Graduate
238,10th Pass
239,10th Pass
240,Graduate
241,12th Pass
242,Graduate
243,Graduate
244,12th Pass
245,Post Graduate
246,Graduate
247,Graduate Professional
248,Graduate
249,Doctorate
250,Graduate Professional
251,10th Pass
252,12th Pass
253,Post Graduate
254,8th Pass
255,Graduate
256,Graduate
257,12th Pass
258,Graduate
259,Post Graduate
260,12th Pass
261,Graduate
262,10th Pass
263,12th Pass
264,12th Pass
265,Post Graduate
266,Graduate
267,Post Graduate
268,12th Pass
269,Graduate
270,Graduate
271,Graduate
272,Others
273,Post Graduate
274,Graduate
275,Graduate
276,12th Pass
277,Graduate
278,Graduate Professional
279,Graduate
280,Others
281,Others
282,Graduate Professional
283,Graduate Professional
284,Graduate
285,Graduate Professional
286,Post Graduate
287,Graduate Professional
288,Post Graduate
289,Literate
290,Graduate
291,Graduate
292,Graduate
293,Graduate
294,Graduate Professional
295,12th Pass
296,12th Pass
297,Graduate Professional
298,Post Graduate
299,Graduate
300,Graduate
301,Graduate
302,Graduate
303,Post Graduate
304,10th Pass
305,Graduate
306,Graduate
307,10th Pass
308,10th Pass
309,12th Pass
310,12th Pass
311,Graduate Professional
312,Literate
313,Graduate
314,Graduate
315,Post Graduate
316,Graduate
317,10th Pass
318,Post Graduate
319,Graduate
