ID,Education
0,12th Pass
1,Graduate Professional
2,Graduate
3,Graduate Professional
4,Graduate
5,12th Pass
6,Post Graduate
7,Post Graduate
8,Graduate Professional
9,Graduate
10,Graduate
11,Post Graduate
12,Graduate Professional
13,Graduate
14,Graduate Professional
15,Post Graduate
16,10th Pass
17,Graduate Professional
18,Post Graduate
19,Graduate Professional
20,Graduate
21,Graduate
22,Post Graduate
23,Graduate
24,12th Pass
25,Post Graduate
26,Graduate Professional
27,Graduate Professional
28,Post Graduate
29,Graduate Professional
30,Post Graduate
31,5th Pass
32,8th Pass
33,Graduate
34,10th Pass
35,Post Graduate
36,Graduate Professional
37,Graduate
38,12th Pass
39,Graduate
40,Graduate Professional
41,Graduate
42,Graduate Professional
43,Graduate Professional
44,Graduate Professional
45,Graduate Professional
46,Post Graduate
47,Graduate Professional
48,Graduate Professional
49,12th Pass
50,10th Pass
51,Graduate Professional
52,Graduate
53,12th Pass
54,12th Pass
55,12th Pass
56,Graduate
57,Graduate
58,Post Graduate
59,12th Pass
60,Graduate
61,12th Pass
62,12th Pass
63,12th Pass
64,10th Pass
65,Graduate
66,10th Pass
67,Post Graduate
68,Doctorate
69,10th Pass
70,Post Graduate
71,Post Graduate
72,Post Graduate
73,Post Graduate
74,Graduate
75,12th Pass
76,Doctorate
77,Graduate
78,Post Graduate
79,Graduate Professional
80,Doctorate
81,Post Graduate
82,Post Graduate
83,Post Graduate
84,8th Pass
85,Graduate Professional
86,Post Graduate
87,8th Pass
88,10th Pass
89,10th Pass
90,Graduate
91,Post Graduate
92,12th Pass
93,12th Pass
94,Graduate
95,Graduate Professional
96,Post Graduate
97,10th Pass
98,Graduate
99,Graduate
100,12th Pass
101,Post Graduate
102,Graduate
103,Graduate
104,Graduate
105,Post Graduate
106,Graduate Professional
107,12th Pass
108,Post Graduate
109,10th Pass
110,Graduate
111,Graduate Professional
112,Post Graduate
113,10th Pass
114,Post Graduate
115,12th Pass
116,Post Graduate
117,Graduate
118,Graduate Professional
119,12th Pass
120,Doctorate
121,Graduate
122,Post Graduate
123,10th Pass
124,12th Pass
125,Graduate
126,Post Graduate
127,Graduate
128,8th Pass
129,Graduate
130,Graduate Professional
131,Graduate
132,10th Pass
133,Graduate
134,Graduate Professional
135,Graduate Professional
136,Graduate
137,Graduate Professional
138,Graduate
139,8th Pass
140,Post Graduate
141,Graduate
142,Post Graduate
143,Graduate
144,Doctorate
145,Graduate
146,Post Graduate
147,Graduate
148,8th Pass
149,10th Pass
150,Graduate Professional
151,12th Pass
152,Graduate
153,Graduate Professional
154,Post Graduate
155,Graduate
156,Graduate
157,Post Graduate
158,Graduate
159,12th Pass
160,Graduate Professional
161,12th Pass
162,10th Pass
163,Graduate
164,8th Pass
165,Post Graduate
166,Post Graduate
167,Graduate Professional
168,Graduate Professional
169,Post Graduate
170,8th Pass
171,Graduate Professional
172,Post Graduate
173,10th Pass
174,Graduate
175,Post Graduate
176,Post Graduate
177,Graduate
178,Post Graduate
179,Graduate
180,Post Graduate
181,Post Graduate
182,12th Pass
183,Graduate
184,Post Graduate
185,Post Graduate
186,12th Pass
187,Graduate Professional
188,Graduate
189,Post Graduate
190,Post Graduate
191,Graduate Professional
192,Post Graduate
193,Graduate Professional
194,Graduate Professional
195,Post Graduate
196,Graduate Professional
197,10th Pass
198,Graduate Professional
199,12th Pass
200,12th Pass
201,Graduate Professional
202,Graduate
203,Graduate Professional
204,Graduate Professional
205,Others
206,12th Pass
207,10th Pass
208,Graduate Professional
209,Graduate
210,Graduate Professional
211,10th Pass
212,Post Graduate
213,10th Pass
214,8th Pass
215,8th Pass
216,10th Pass
217,Graduate
218,10th Pass
219,Graduate Professional
220,12th Pass
221,Graduate Professional
222,Post Graduate
223,Graduate
224,8th Pass
225,Post Graduate
226,Post Graduate
227,Graduate
228,Post Graduate
229,12th Pass
230,12th Pass
231,Graduate
232,Post Graduate
233,Graduate
234,10th Pass
235,10th Pass
236,Graduate
237,12th Pass
238,12th Pass
239,Graduate
240,Graduate
241,Post Graduate
242,Graduate
243,12th Pass
244,Post Graduate
245,Graduate Professional
246,Graduate Professional
247,Literate
248,Post Graduate
249,Literate
250,Literate
251,Post Graduate
252,12th Pass
253,Graduate
254,Post Graduate
255,12th Pass
256,Graduate
257,12th Pass
258,12th Pass
259,10th Pass
260,Graduate
261,Post Graduate
262,10th Pass
263,10th Pass
264,10th Pass
265,Post Graduate
266,Post Graduate
267,Post Graduate
268,Graduate
269,Graduate Professional
270,Graduate
271,8th Pass
272,Post Graduate
273,Graduate Professional
274,Graduate
275,12th Pass
276,12th Pass
277,Graduate
278,Graduate
279,Graduate
280,Graduate
281,8th Pass
282,12th Pass
283,Graduate
284,Graduate
285,Post Graduate
286,Graduate
287,10th Pass
288,Graduate
289,10th Pass
290,Post Graduate
291,12th Pass
292,Graduate Professional
293,Doctorate
294,Post Graduate
295,Graduate Professional
296,10th Pass
297,Graduate Professional
298,Post Graduate
299,Graduate Professional
300,Graduate Professional
301,Post Graduate
302,Post Graduate
303,Post Graduate
304,Post Graduate
305,Graduate Professional
306,Post Graduate
307,12th Pass
308,Graduate
309,Post Graduate
310,Graduate Professional
311,10th Pass
312,10th Pass
313,Graduate
314,Graduate
315,Post Graduate
316,Graduate Professional
317,12th Pass
318,Graduate
319,Graduate
320,Graduate
321,Graduate
322,Post Graduate
323,Graduate
324,10th Pass
325,Post Graduate
326,Post Graduate
327,Graduate
328,Post Graduate
329,Graduate
330,Post Graduate
331,Graduate
332,Post Graduate
333,Graduate
334,Graduate
335,12th Pass
336,10th Pass
337,Graduate Professional
338,Graduate
339,Post Graduate
340,Graduate
341,10th Pass
342,Graduate Professional
343,12th Pass
344,Post Graduate
345,Graduate
346,Graduate Professional
347,Graduate
348,Post Graduate
349,12th Pass
350,Graduate Professional
351,Graduate Professional
352,Post Graduate
353,Others
354,Graduate
355,Post Graduate
356,10th Pass
