ID,Education
0,12th Pass
1,Post Graduate
2,12th Pass
3,Post Graduate
4,Post Graduate
5,Graduate
6,Graduate
7,Post Graduate
8,Graduate
9,Graduate Professional
10,12th Pass
11,Graduate Professional
12,12th Pass
13,Post Graduate
14,12th Pass
15,Graduate Professional
16,Graduate Professional
17,Graduate Professional
18,Post Graduate
19,Graduate
20,Graduate
21,Graduate
22,Post Graduate
23,12th Pass
24,12th Pass
25,Graduate Professional
26,Post Graduate
27,Graduate
28,Graduate
29,Graduate Professional
30,Graduate
31,Post Graduate
32,Graduate Professional
33,10th Pass
34,12th Pass
35,Post Graduate
36,Post Graduate
37,Graduate
38,10th Pass
39,Graduate Professional
40,Graduate
41,Post Graduate
42,Post Graduate
43,Post Graduate
44,Post Graduate
45,Graduate
46,Post Graduate
47,Post Graduate
48,Post Graduate
49,Graduate
50,Graduate Professional
51,Graduate Professional
52,Graduate
53,Graduate Professional
54,12th Pass
55,Graduate
56,Post Graduate
57,Graduate
58,Graduate
59,Graduate
60,12th Pass
61,Graduate
62,Graduate
63,12th Pass
64,Graduate
65,Graduate
66,Graduate Professional
67,Post Graduate
68,Graduate
69,Post Graduate
70,Graduate
71,Post Graduate
72,Graduate
73,Graduate
74,12th Pass
75,Graduate
76,12th Pass
77,Graduate
78,Graduate
79,Graduate Professional
80,Graduate
81,Post Graduate
82,Graduate
83,Graduate
84,Post Graduate
85,Post Graduate
86,Post Graduate
87,Graduate Professional
88,Graduate
89,12th Pass
90,Graduate
91,Graduate Professional
92,Graduate Professional
93,Graduate
94,Graduate
95,Post Graduate
96,Graduate
97,Post Graduate
98,Post Graduate
99,Graduate
100,Post Graduate
101,Graduate
102,Graduate Professional
103,12th Pass
104,Graduate
105,Post Graduate
106,Post Graduate
107,Graduate
108,12th Pass
109,Graduate
110,Post Graduate
111,12th Pass
112,Graduate Professional
113,Graduate
114,Graduate
115,Graduate
116,Graduate Professional
117,Post Graduate
118,Post Graduate
119,Post Graduate
120,Graduate
121,Graduate
122,Graduate Professional
123,Graduate
124,Graduate
125,Graduate
126,Graduate
127,Graduate
128,Post Graduate
129,Graduate
130,Graduate Professional
131,Post Graduate
132,12th Pass
133,Graduate
134,Graduate
135,Graduate Professional
136,12th Pass
137,Graduate
138,Post Graduate
139,Graduate Professional
140,Post Graduate
141,Post Graduate
142,Graduate
143,Post Graduate
144,12th Pass
145,Graduate
146,Graduate Professional
147,Post Graduate
148,Graduate
149,Graduate Professional
150,10th Pass
151,Graduate
152,Graduate Professional
153,Graduate
154,12th Pass
155,Post Graduate
156,12th Pass
157,Graduate
158,Graduate
159,Graduate
160,Graduate Professional
161,Graduate
162,12th Pass
163,Graduate
164,Graduate Professional
165,Graduate Professional
166,Post Graduate
167,Graduate
168,Post Graduate
169,Graduate
170,Post Graduate
171,Post Graduate
172,12th Pass
173,Post Graduate
174,Post Graduate
175,10th Pass
176,Post Graduate
177,Graduate
178,Post Graduate
179,Post Graduate
180,Graduate
181,12th Pass
182,Post Graduate
183,Graduate
184,Graduate
185,Graduate Professional
186,Graduate
187,Graduate Professional
188,Graduate
189,Graduate
190,Post Graduate
191,Graduate
192,Graduate
193,Post Graduate
194,Graduate
195,Post Graduate
196,Post Graduate
197,Graduate
198,12th Pass
199,Graduate
200,Post Graduate
201,Post Graduate
202,Post Graduate
203,Post Graduate
204,Graduate
205,Graduate
206,Post Graduate
207,Graduate
208,Post Graduate
209,Graduate Professional
210,12th Pass
211,12th Pass
212,Post Graduate
213,Graduate
214,10th Pass
215,Post Graduate
216,Graduate Professional
217,Post Graduate
218,Graduate
219,Graduate
220,Graduate
221,Graduate
222,Graduate Professional
223,Graduate
224,12th Pass
225,Post Graduate
226,Post Graduate
227,Post Graduate
228,Post Graduate
229,Post Graduate
230,Graduate
231,Graduate
232,Graduate
233,Graduate
234,Graduate
235,Post Graduate
236,Post Graduate
237,Post Graduate
238,12th Pass
239,Graduate
240,Graduate
241,Graduate Professional
242,Graduate
243,Graduate
244,Post Graduate
245,Post Graduate
246,Post Graduate
247,Graduate Professional
248,Graduate
249,Post Graduate
250,Post Graduate
251,12th Pass
252,Graduate
