ID,Education
0,12th Pass
1,Graduate Professional
2,Graduate
3,Post Graduate
4,Graduate
5,Post Graduate
6,Graduate
7,Graduate
8,Graduate
9,12th Pass
10,Others
11,Graduate
12,Post Graduate
13,Post Graduate
14,Graduate
15,Graduate Professional
16,Graduate
17,8th Pass
18,Graduate
19,Post Graduate
20,Graduate
21,Graduate
22,Graduate
23,Graduate
24,Graduate
25,Graduate Professional
26,Graduate
27,Post Graduate
28,Graduate
29,Graduate
30,Graduate Professional
31,Graduate
32,10th Pass
33,Graduate
34,10th Pass
35,Post Graduate
36,Post Graduate
37,12th Pass
38,Graduate
39,Graduate
40,Graduate Professional
41,Graduate
42,Graduate Professional
43,Post Graduate
44,Graduate Professional
45,Graduate
46,12th Pass
47,Post Graduate
48,Post Graduate
49,Graduate
50,Graduate Professional
51,Graduate Professional
52,Graduate
53,12th Pass
54,12th Pass
55,Graduate
56,Post Graduate
57,12th Pass
58,Graduate
59,12th Pass
60,Graduate
61,Post Graduate
62,12th Pass
63,Graduate
64,Graduate
65,Graduate
66,Graduate Professional
67,Graduate
68,Post Graduate
69,12th Pass
70,Graduate
71,10th Pass
72,Post Graduate
73,Post Graduate
74,Graduate
75,Graduate
76,Post Graduate
77,Graduate
78,Graduate Professional
79,12th Pass
80,12th Pass
81,Graduate
82,12th Pass
83,Graduate Professional
84,12th Pass
85,Post Graduate
86,12th Pass
87,Graduate Professional
88,Graduate
89,Graduate Professional
90,Graduate
91,Graduate
92,12th Pass
93,12th Pass
94,Graduate
95,Post Graduate
96,Post Graduate
97,10th Pass
98,Graduate
99,Graduate
100,12th Pass
101,Post Graduate
102,Graduate
103,Graduate
104,Graduate
105,Others
106,Graduate Professional
107,10th Pass
108,Graduate
109,Graduate Professional
110,12th Pass
111,10th Pass
112,Graduate Professional
113,Graduate Professional
114,Graduate
115,Graduate
116,Graduate
117,Others
118,Graduate Professional
119,Post Graduate
120,Graduate
121,Graduate
122,Post Graduate
123,Graduate
124,Graduate
125,12th Pass
126,Post Graduate
127,12th Pass
128,Post Graduate
129,Graduate
130,Graduate Professional
131,12th Pass
132,8th Pass
133,12th Pass
134,Graduate Professional
135,Post Graduate
136,Graduate
137,Graduate Professional
138,Post Graduate
139,Graduate
140,Graduate Professional
141,Post Graduate
142,Graduate
143,Post Graduate
144,Post Graduate
145,12th Pass
146,12th Pass
147,Post Graduate
148,12th Pass
149,Graduate Professional
150,Graduate Professional
151,Graduate
152,Graduate
153,Graduate
154,Graduate
155,Graduate
156,Graduate
157,Post Graduate
158,Graduate
159,12th Pass
160,12th Pass
161,8th Pass
162,12th Pass
163,Graduate
164,12th Pass
165,Graduate
166,10th Pass
167,Post Graduate
168,Graduate Professional
169,Graduate
170,8th Pass
171,Graduate Professional
172,Post Graduate
173,Graduate
174,Graduate Professional
175,Post Graduate
176,Graduate
177,Graduate
178,Graduate
179,Graduate Professional
180,Post Graduate
181,Graduate Professional
182,Graduate
183,Graduate
184,Graduate
185,Graduate Professional
186,Graduate
187,Graduate Professional
188,10th Pass
189,Post Graduate
190,Graduate
191,Graduate
192,Graduate
193,Post Graduate
194,Post Graduate
195,Post Graduate
196,Graduate
197,Graduate
198,8th Pass
199,Literate
200,Graduate Professional
201,Post Graduate
202,Graduate
203,Post Graduate
204,Graduate
205,Graduate
206,Graduate
207,10th Pass
208,10th Pass
209,12th Pass
210,Post Graduate
211,12th Pass
212,Graduate
213,Graduate
214,Graduate
215,12th Pass
216,10th Pass
217,Graduate
218,10th Pass
219,Graduate
220,12th Pass
221,Graduate
222,Graduate
223,Graduate
224,12th Pass
225,Graduate
226,Post Graduate
227,Graduate
228,Graduate
229,10th Pass
230,Graduate
231,12th Pass
232,Graduate
233,Graduate Professional
234,10th Pass
235,Graduate
236,Graduate
237,12th Pass
238,Graduate
239,Graduate Professional
240,Post Graduate
241,12th Pass
242,Graduate
243,Graduate
244,8th Pass
245,Graduate
246,Graduate Professional
247,Post Graduate
248,Post Graduate
249,Graduate Professional
250,Graduate
251,Post Graduate
252,Graduate
253,Post Graduate
254,Graduate
255,12th Pass
256,Graduate
257,Graduate
258,Post Graduate
259,10th Pass
260,Post Graduate
261,Graduate Professional
262,10th Pass
263,12th Pass
264,Post Graduate
265,Post Graduate
266,10th Pass
267,Post Graduate
268,12th Pass
269,Graduate
270,Graduate
271,Graduate Professional
272,Graduate
273,Post Graduate
274,12th Pass
275,12th Pass
276,Graduate
277,Graduate
278,Graduate
279,Graduate
280,Graduate
281,8th Pass
282,Graduate
283,Graduate
284,12th Pass
285,Graduate
286,Graduate Professional
287,Graduate Professional
288,Graduate
289,Graduate
290,Post Graduate
291,Post Graduate
292,12th Pass
293,Doctorate
294,12th Pass
295,Graduate Professional
296,Graduate
297,Graduate Professional
298,Post Graduate
299,Graduate
300,12th Pass
301,Graduate
302,10th Pass
303,Graduate
304,Post Graduate
305,Graduate Professional
306,Post Graduate
307,Post Graduate
308,10th Pass
309,Post Graduate
310,Graduate
311,10th Pass
312,Literate
313,Graduate
314,Graduate
315,Post Graduate
316,Graduate Professional
317,10th Pass
318,Graduate
319,Graduate
320,Graduate
321,Graduate
322,Graduate Professional
323,Graduate Professional
324,Graduate Professional
325,Graduate
326,Others
327,10th Pass
328,Post Graduate
329,Graduate
330,Graduate Professional
331,Graduate Professional
332,Graduate Professional
333,Graduate
334,10th Pass
335,Graduate
336,10th Pass
337,Graduate
338,Graduate
339,Graduate
340,Graduate Professional
341,Post Graduate
342,10th Pass
343,12th Pass
344,10th Pass
345,Graduate
346,10th Pass
347,Graduate
348,Post Graduate
349,12th Pass
350,Graduate Professional
351,Graduate Professional
352,Graduate
353,Graduate
354,Post Graduate
355,8th Pass
356,10th Pass
357,12th Pass
358,Post Graduate
359,Graduate
360,Doctorate
361,Graduate
362,Post Graduate
363,12th Pass
364,12th Pass
365,Graduate Professional
366,Graduate
367,Post Graduate
368,12th Pass
369,Post Graduate
